example,score,synthesis_method,runs,success_rate,timeout_rate,time_mean,time_std,time_min,time_max,synthesis_steps_mean,synthesis_steps_std,synthesis_steps_min,synthesis_steps_max,mean_depth_mean,mean_depth_std,mean_depth_min,mean_depth_max,min_duration_mean,min_duration_std,min_duration_min,min_duration_max,leafs_mean,leafs_std,leafs_min,leafs_max,leaf_success_rate_mean,leaf_success_rate_std,leaf_success_rate_min,leaf_success_rate_max,nodes_total_mean,nodes_total_std,nodes_total_min,nodes_total_max,nodes_not_processed_mean,nodes_not_processed_std,nodes_not_processed_min,nodes_not_processed_max
physics2.lua,default,sota,3,1,0,10.813664833995668,0.027590490249657894,10.782512997975573,10.835020672995597,5689,0.0,5689,5689,171.5,0.0,171.5,171.5,50,0.0,50,50,357,0.0,357,357,0.0056022408963585435,0.0,0.0056022408963585435,0.0056022408963585435,179319,0.0,179319,179319,173629,0.0,173629,173629
physics2.lua,default,top-down-1.2,3,1,0,0.7672318556772856,0.021008635351060505,0.7505437090294436,0.79082361998735,117,0.0,117,117,86.0,0.0,86.0,86.0,40,0.0,40,40,4,0.0,4,4,0.25,0.0,0.25,0.25,2752,0.0,2752,2752,2634,0.0,2634,2634
physics2.lua,default,top-down-1.4,3,1,0,0.7417368653502004,0.013072036079263862,0.7330314210266806,0.7567685180110857,110,0.0,110,110,86.0,0.0,86.0,86.0,39,0.0,39,39,6,0.0,6,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,2611,0.0,2611,2611,2500,0.0,2500,2500
physics2.lua,model_v1,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics2.lua,model_v1,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics2.lua,model_v1,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics2.lua,model_v2,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics2.lua,model_v2,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics2.lua,model_v2,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics3.lua,default,sota,3,1,0,43.66507272433955,0.379991060221155,43.287767603003886,44.04769394203322,12007,0.0,12007,12007,195.66666666666666,0.0,195.66666666666666,195.66666666666666,111,0.0,111,111,341,0.0,341,341,0.008797653958944282,0.0,0.008797653958944282,0.008797653958944282,585077,0.0,585077,585077,573069,0.0,573069,573069
physics3.lua,default,top-down-1.2,3,1,0,45.15655049933897,0.15303626170121887,45.01040105102584,45.3156505189836,52719,0.0,52719,52719,197.0,0.0,197.0,197.0,125,0.0,125,125,7126,0.0,7126,7126,0.000140331181588549,0.0,0.000140331181588549,0.000140331181588549,192884,0.0,192884,192884,140164,0.0,140164,140164
physics3.lua,default,top-down-1.4,3,1,0,9.054406929004472,0.07632713540060235,8.98323607997736,9.135013063030783,10844,0.0,10844,10844,188.0,0.0,188.0,188.0,118,0.0,118,118,3043,0.0,3043,3043,0.00032862306933946765,0.0,0.00032862306933946765,0.00032862306933946765,23610,0.0,23610,23610,12765,0.0,12765,12765
physics3.lua,model_v1,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics3.lua,model_v1,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics3.lua,model_v1,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics3.lua,model_v2,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics3.lua,model_v2,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physics3.lua,model_v2,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pid.lua,default,sota,3,1,0,0.8948673019767739,0.021625262900542713,0.8708895439631306,0.9128937579807825,1173,0.0,1173,1173,46.333333333333336,0.0,46.333333333333336,46.333333333333336,30,0.0,30,30,41,0.0,41,41,0.6585365853658537,0.0,0.6585365853658537,0.6585365853658537,6630,0.0,6630,6630,5456,0.0,5456,5456
pid.lua,default,top-down-1.2,3,1,0,0.5762146403236935,0.025260779524284866,0.556861529010348,0.6047909259796143,207,0.0,207,207,44.0,0.0,44.0,44.0,30,0.0,30,30,1,0.0,1,1,1.0,0.0,1.0,1.0,722,0.0,722,722,514,0.0,514,514
pid.lua,default,top-down-1.4,3,1,0,0.5252618066733703,0.02358525852152426,0.502363912994042,0.5494790450320579,93,0.0,93,93,44.0,0.0,44.0,44.0,28,0.0,28,28,1,0.0,1,1,1.0,0.0,1.0,1.0,416,0.0,416,416,322,0.0,322,322
pid.lua,model_v1,sota,3,1,0,21.454809918339986,0.5046212905995147,21.153792733035516,22.037388109019957,587,0.0,587,587,45.0,0.0,45.0,45.0,31,0.0,31,31,52,0.0,52,52,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,5114,0.0,5114,5114,4526,0.0,4526,4526
pid.lua,model_v1,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pid.lua,model_v1,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pid.lua,model_v2,sota,3,1,0,31.987543691997416,1.655103143871544,31.030374118010513,33.89869129500585,866,0.0,866,866,47.63636363636363,0.0,47.63636363636363,47.63636363636363,31,0.0,31,31,43,0.0,43,43,0.2558139534883721,0.0,0.2558139534883721,0.2558139534883721,5443,0.0,5443,5443,4576,0.0,4576,4576
pid.lua,model_v2,top-down-1.2,3,1,0,2.0451691523194313,0.02032173696043865,2.027995957992971,2.0676043609855697,46,0.0,46,46,47.0,0.0,47.0,47.0,36,0.0,36,36,1,0.0,1,1,1.0,0.0,1.0,1.0,291,0.0,291,291,244,0.0,244,244
pid.lua,model_v2,top-down-1.4,3,1,0,2.4679014166855873,0.6366650746375062,2.0661195109714754,3.201962973049376,46,0.0,46,46,47.0,0.0,47.0,47.0,36,0.0,36,36,1,0.0,1,1,1.0,0.0,1.0,1.0,291,0.0,291,291,244,0.0,244,244
shift.lua,default,sota,3,1,0,0.31605473401335377,0.01139680830852777,0.3062141470145434,0.32854201999725774,19,0.0,19,19,5.0,0.0,5.0,5.0,8,0.0,8,8,4,0.0,4,4,1.0,0.0,1.0,1.0,22,0.0,22,22,2,0.0,2,2
shift.lua,default,top-down-1.2,3,1,0,0.3188864963206773,0.0071143889632038744,0.31122846296057105,0.3252904739929363,16,0.0,16,16,5.0,0.0,5.0,5.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,23,0.0,23,23,6,0.0,6,6
shift.lua,default,top-down-1.4,3,1,0,0.3113087769791794,0.007905754124655327,0.3035204730113037,0.31932696694275364,4,0.0,4,4,5.0,0.0,5.0,5.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,9,0.0,9,9,4,0.0,4,4
shift.lua,model_v1,sota,3,1,0,2.0914506963454187,0.5542671244190581,1.4601494620437734,2.4982391700032167,23,0.0,23,23,5.0,0.0,5.0,5.0,8,0.0,8,8,5,0.0,5,5,1.0,0.0,1.0,1.0,25,0.0,25,25,1,0.0,1,1
shift.lua,model_v1,top-down-1.2,3,1,0,0.828384317321858,0.6155099176700181,0.47123900399310514,1.539110972022172,4,0.0,4,4,5.0,0.0,5.0,5.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,9,0.0,9,9,4,0.0,4,4
shift.lua,model_v1,top-down-1.4,3,1,0,0.4752206736593507,0.004463037576126868,0.470676209020894,0.47959756397176534,4,0.0,4,4,5.0,0.0,5.0,5.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,9,0.0,9,9,4,0.0,4,4
shift.lua,model_v2,sota,3,1,0,1.452144650334958,0.023049883836378605,1.4280752780032344,1.4740178390056826,19,0.0,19,19,5.0,0.0,5.0,5.0,8,0.0,8,8,4,0.0,4,4,1.0,0.0,1.0,1.0,22,0.0,22,22,2,0.0,2,2
shift.lua,model_v2,top-down-1.2,3,1,0,0.4760606486621934,0.01786352407894144,0.4613081620191224,0.49592202698113397,4,0.0,4,4,5.0,0.0,5.0,5.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,9,0.0,9,9,4,0.0,4,4
shift.lua,model_v2,top-down-1.4,3,1,0,0.8998587970078612,0.7233693481347349,0.47884265397442505,1.7351246370235458,4,0.0,4,4,5.0,0.0,5.0,5.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,9,0.0,9,9,4,0.0,4,4
sin-spinoff.lua,default,sota,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,default,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,model_v1,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,model_v1,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,model_v1,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,model_v2,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,model_v2,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin-spinoff.lua,model_v2,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin_ident.lua,default,sota,3,1,0,14.02120032365201,0.27151482288394263,13.761441613954958,14.303113749017939,10534,0.0,10534,10534,148.6865671641791,0.0,148.6865671641791,148.6865671641791,106,0.0,106,106,1755,0.0,1755,1755,0.038176638176638175,0.0,0.038176638176638175,0.038176638176638175,159806,0.0,159806,159806,149271,0.0,149271,149271
sin_ident.lua,default,top-down-1.2,3,1,0,1.9782680043329794,0.049810309734993716,1.94684823701391,2.0356991729931906,613,0.0,613,613,136.0,0.0,136.0,136.0,115,0.0,115,115,3,0.0,3,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5021,0.0,5021,5021,4407,0.0,4407,4407
sin_ident.lua,default,top-down-1.4,3,1,0,1.5583795220009051,0.021266803226440097,1.534004165965598,1.5731475939974189,264,0.0,264,264,139.0,0.0,139.0,139.0,108,0.0,108,108,1,0.0,1,1,1.0,0.0,1.0,1.0,3038,0.0,3038,3038,2773,0.0,2773,2773
sin_ident.lua,model_v1,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin_ident.lua,model_v1,top-down-1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin_ident.lua,model_v1,top-down-1.4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin_ident.lua,model_v2,sota,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sin_ident.lua,model_v2,top-down-1.2,3,1,0,8.726088149647694,0.9426946443910752,7.86864867398981,9.735558566986583,166,0.0,166,166,153.0,0.0,153.0,153.0,120,0.0,120,120,10,0.0,10,10,0.1,0.0,0.1,0.1,2340,0.0,2340,2340,2173,0.0,2173,2173
sin_ident.lua,model_v2,top-down-1.4,3,1,0,31.793725702989224,0.3593622429067212,31.388148259022273,32.07248431595508,1221,0.0,1221,1221,159.0,0.0,159.0,159.0,125,0.0,125,125,388,0.0,388,388,0.002577319587628866,0.0,0.002577319587628866,0.002577319587628866,3365,0.0,3365,3365,2143,0.0,2143,2143
spi1.lua,default,sota,3,1,0,0.32196436731222394,0.0006503628979784003,0.32121654896764085,0.3223978389869444,24,0.0,24,24,5.0,0.0,5.0,5.0,4,0.0,4,4,5,0.0,5,5,1.0,0.0,1.0,1.0,34,0.0,34,34,9,0.0,9,9
spi1.lua,default,top-down-1.2,3,1,0,0.3326634576660581,0.009325429300384607,0.32216423499630764,0.3399839079938829,17,0.0,17,17,5.0,0.0,5.0,5.0,4,0.0,4,4,1,0.0,1,1,1.0,0.0,1.0,1.0,30,0.0,30,30,12,0.0,12,12
spi1.lua,default,top-down-1.4,3,1,0,0.3285484290099703,0.012270425364912145,0.31619315402349457,0.3407322069979273,5,0.0,5,5,5.0,0.0,5.0,5.0,4,0.0,4,4,1,0.0,1,1,1.0,0.0,1.0,1.0,13,0.0,13,13,7,0.0,7,7
spi1.lua,model_v1,sota,3,1,0,1.6059598690092873,0.03962320341716879,1.560871241032146,1.635231735999696,24,0.0,24,24,5.0,0.0,5.0,5.0,4,0.0,4,4,5,0.0,5,5,1.0,0.0,1.0,1.0,34,0.0,34,34,9,0.0,9,9
spi1.lua,model_v1,top-down-1.2,3,1,0,0.5103557093728645,0.018397787337559444,0.49195316404802725,0.5287487350287847,4,0.0,4,4,5.0,0.0,5.0,5.0,4,0.0,4,4,1,0.0,1,1,1.0,0.0,1.0,1.0,12,0.0,12,12,7,0.0,7,7
spi1.lua,model_v1,top-down-1.4,3,1,0,0.4830448803453085,0.0049620543830539285,0.4776885070023127,0.48748486500699073,4,0.0,4,4,5.0,0.0,5.0,5.0,4,0.0,4,4,1,0.0,1,1,1.0,0.0,1.0,1.0,12,0.0,12,12,7,0.0,7,7
spi1.lua,model_v2,sota,3,1,0,1.9471034453599714,0.5698410783376742,1.5882051270455122,2.6041642170166597,24,0.0,24,24,5.0,0.0,5.0,5.0,4,0.0,4,4,5,0.0,5,5,1.0,0.0,1.0,1.0,32,0.0,32,32,7,0.0,7,7
spi1.lua,model_v2,top-down-1.2,3,1,0,0.49542030098382384,0.028495558434734274,0.476451235008426,0.5281884709838778,4,0.0,4,4,5.0,0.0,5.0,5.0,4,0.0,4,4,1,0.0,1,1,1.0,0.0,1.0,1.0,10,0.0,10,10,5,0.0,5,5
spi1.lua,model_v2,top-down-1.4,3,1,0,0.843477499341437,0.5735924142222982,0.5090904700336978,1.5057944770087488,4,0.0,4,4,5.0,0.0,5.0,5.0,4,0.0,4,4,1,0.0,1,1,1.0,0.0,1.0,1.0,10,0.0,10,10,5,0.0,5,5
spi2.lua,default,sota,3,1,0,0.33545640997666243,0.0030137136130161685,0.33202384097967297,0.33766824699705467,37,0.0,37,37,7.0,0.0,7.0,7.0,6,0.0,6,6,6,0.0,6,6,1.0,0.0,1.0,1.0,65,0.0,65,65,27,0.0,27,27
spi2.lua,default,top-down-1.2,3,1,0,0.33599341466712457,0.012368415624702431,0.3242661280091852,0.3489161489997059,13,0.0,13,13,7.0,0.0,7.0,7.0,6,0.0,6,6,1,0.0,1,1,1.0,0.0,1.0,1.0,32,0.0,32,32,18,0.0,18,18
spi2.lua,default,top-down-1.4,3,1,0,0.34208384798451635,0.012311276615560078,0.32942467101383954,0.35401490598451346,6,0.0,6,6,7.0,0.0,7.0,7.0,6,0.0,6,6,1,0.0,1,1,1.0,0.0,1.0,1.0,18,0.0,18,18,11,0.0,11,11
spi2.lua,model_v1,sota,3,1,0,2.1656327823293395,0.04888501952742285,2.111076303990558,2.2054584569996223,42,0.0,42,42,7.0,0.0,7.0,7.0,6,0.0,6,6,7,0.0,7,7,1.0,0.0,1.0,1.0,65,0.0,65,65,22,0.0,22,22
spi2.lua,model_v1,top-down-1.2,3,1,0,0.5780743990132274,0.03334365651807368,0.5585071060340852,0.616574594983831,6,0.0,6,6,7.0,0.0,7.0,7.0,6,0.0,6,6,1,0.0,1,1,1.0,0.0,1.0,1.0,17,0.0,17,17,10,0.0,10,10
spi2.lua,model_v1,top-down-1.4,3,1,0,0.7821936843489917,0.37778673985783934,0.5619180490029976,1.2184170800028369,6,0.0,6,6,7.0,0.0,7.0,7.0,6,0.0,6,6,1,0.0,1,1,1.0,0.0,1.0,1.0,17,0.0,17,17,10,0.0,10,10
spi2.lua,model_v2,sota,3,1,0,2.1644641163293272,0.05098917690604508,2.105980712978635,2.1995935009908862,41,0.0,41,41,7.0,0.0,7.0,7.0,6,0.0,6,6,7,0.0,7,7,1.0,0.0,1.0,1.0,60,0.0,60,60,18,0.0,18,18
spi2.lua,model_v2,top-down-1.2,3,1,0,0.9028374796616845,0.5155008052338466,0.6015076320036314,1.4980710960226133,7,0.0,7,7,7.0,0.0,7.0,7.0,6,0.0,6,6,1,0.0,1,1,1.0,0.0,1.0,1.0,17,0.0,17,17,9,0.0,9,9
spi2.lua,model_v2,top-down-1.4,3,1,0,0.5750520486617461,0.01815819195814368,0.556023579032626,0.5921924189897254,6,0.0,6,6,7.0,0.0,7.0,7.0,6,0.0,6,6,1,0.0,1,1,1.0,0.0,1.0,1.0,15,0.0,15,15,8,0.0,8,8
spi3.lua,default,sota,3,1,0,0.3438698203147699,0.0021145967212591117,0.3414378209854476,0.34527437697397545,82,0.0,82,82,10.333333333333334,0.0,10.333333333333334,10.333333333333334,8,0.0,8,8,11,0.0,11,11,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,175,0.0,175,175,92,0.0,92,92
spi3.lua,default,top-down-1.2,3,1,0,0.35096739197615534,0.021482795198778163,0.333465454983525,0.374942424998153,15,0.0,15,15,9.0,0.0,9.0,9.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,48,0.0,48,48,32,0.0,32,32
spi3.lua,default,top-down-1.4,3,1,0,0.3327665609928469,0.0008310794128057372,0.33186977001605555,0.33351078996201977,8,0.0,8,8,9.0,0.0,9.0,9.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,29,0.0,29,29,20,0.0,20,20
spi3.lua,model_v1,sota,3,1,0,3.480142916319892,0.07297639043627406,3.402802853961475,3.5477860320243053,76,0.0,76,76,10.714285714285714,0.0,10.714285714285714,10.714285714285714,8,0.0,8,8,9,0.0,9,9,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,151,0.0,151,151,74,0.0,74,74
spi3.lua,model_v1,top-down-1.2,3,1,0,1.1027818593429402,0.378464633106308,0.8683569169952534,1.5393987580318935,17,0.0,17,17,13.0,0.0,13.0,13.0,12,0.0,12,12,3,0.0,3,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,37,0.0,37,37,19,0.0,19,19
spi3.lua,model_v1,top-down-1.4,3,1,0,0.9196064420005617,0.05018732937225405,0.8844610890373588,0.9770836439565755,17,0.0,17,17,13.0,0.0,13.0,13.0,12,0.0,12,12,3,0.0,3,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,37,0.0,37,37,19,0.0,19,19
spi3.lua,model_v2,sota,3,1,0,3.46975169297851,0.03516716098096166,3.4441088989842683,3.509841469989624,84,0.0,84,84,9.8,0.0,9.8,9.8,8,0.0,8,8,10,0.0,10,10,1.0,0.0,1.0,1.0,167,0.0,167,167,82,0.0,82,82
spi3.lua,model_v2,top-down-1.2,3,1,0,0.6627925329764063,0.05389538994834106,0.6268940269947052,0.7247666199691594,8,0.0,8,8,9.0,0.0,9.0,9.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,26,0.0,26,26,17,0.0,17,17
spi3.lua,model_v2,top-down-1.4,3,1,0,1.0985312296931322,0.7048394075522407,0.6779214310226962,1.9122548380400985,8,0.0,8,8,9.0,0.0,9.0,9.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,26,0.0,26,26,17,0.0,17,17
sum.lua,default,sota,3,1,0,0.35694208764471114,0.007729949766030752,0.3482656789710745,0.3630946989869699,152,0.0,152,152,14.083333333333334,0.0,14.083333333333334,14.083333333333334,8,0.0,8,8,14,0.0,14,14,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,420,0.0,420,420,267,0.0,267,267
sum.lua,default,top-down-1.2,3,1,0,0.34848286632526043,0.022099242241203947,0.32482954498846084,0.3686021019821055,24,0.0,24,24,13.0,0.0,13.0,13.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,81,0.0,81,81,56,0.0,56,56
sum.lua,default,top-down-1.4,3,1,0,0.33055852132383734,0.011575421845537963,0.32216514099854976,0.34376374998828396,12,0.0,12,12,13.0,0.0,13.0,13.0,8,0.0,8,8,1,0.0,1,1,1.0,0.0,1.0,1.0,47,0.0,47,47,34,0.0,34,34
sum.lua,model_v1,sota,3,1,0,6.251165153031859,0.11215049856318149,6.15310043503996,6.373445158009417,161,0.0,161,161,15.1,0.0,15.1,15.1,8,0.0,8,8,13,0.0,13,13,0.7692307692307693,0.0,0.7692307692307693,0.7692307692307693,452,0.0,452,452,290,0.0,290,290
sum.lua,model_v1,top-down-1.2,3,1,0,1.209527663323873,0.4207244801622295,0.9006664179614745,1.6887084000045434,16,0.0,16,16,17.0,0.0,17.0,17.0,13,0.0,13,13,1,0.0,1,1,1.0,0.0,1.0,1.0,55,0.0,55,55,38,0.0,38,38
sum.lua,model_v1,top-down-1.4,3,1,0,0.9166462049858334,0.007737168001136612,0.9077191739925183,0.9214177089743316,16,0.0,16,16,17.0,0.0,17.0,17.0,13,0.0,13,13,1,0.0,1,1,1.0,0.0,1.0,1.0,55,0.0,55,55,38,0.0,38,38
sum.lua,model_v2,sota,3,1,0,6.761721746996045,0.8022245156197683,6.23904269200284,7.685382289986592,164,0.0,164,164,14.0,0.0,14.0,14.0,8,0.0,8,8,14,0.0,14,14,0.9285714285714286,0.0,0.9285714285714286,0.9285714285714286,446,0.0,446,446,281,0.0,281,281
sum.lua,model_v2,top-down-1.2,3,1,0,0.7751500039788274,0.036936154753772245,0.7510444409563206,0.8176736059831455,12,0.0,12,12,13.0,0.0,13.0,13.0,9,0.0,9,9,1,0.0,1,1,1.0,0.0,1.0,1.0,47,0.0,47,47,34,0.0,34,34
sum.lua,model_v2,top-down-1.4,3,1,0,0.8217225683232149,0.04969039813570428,0.7654769030050375,0.8596665270160884,12,0.0,12,12,13.0,0.0,13.0,13.0,9,0.0,9,9,1,0.0,1,1,1.0,0.0,1.0,1.0,47,0.0,47,47,34,0.0,34,34
teacup.lua,default,sota,3,1,0,0.6120234003368145,0.01757353246404775,0.5970137779950164,0.6313545579905622,538,0.0,538,538,26.863636363636363,0.0,26.863636363636363,26.863636363636363,22,0.0,22,22,25,0.0,25,25,0.88,0.0,0.88,0.88,3300,0.0,3300,3300,2761,0.0,2761,2761
teacup.lua,default,top-down-1.2,3,1,0,0.47176060965284705,0.07886767763314617,0.4208767960080877,0.5626107629504986,36,0.0,36,36,27.0,0.0,27.0,27.0,23,0.0,23,23,1,0.0,1,1,1.0,0.0,1.0,1.0,264,0.0,264,264,227,0.0,227,227
teacup.lua,default,top-down-1.4,3,1,0,0.45232755564696464,0.050249897792152734,0.42296238197013736,0.5103496990050189,26,0.0,26,26,26.0,0.0,26.0,26.0,24,0.0,24,24,2,0.0,2,2,0.5,0.0,0.5,0.5,198,0.0,198,198,171,0.0,171,171
teacup.lua,model_v1,sota,3,1,0,20.29916578665143,0.8800366187212374,19.727696980000474,21.312589685956482,542,0.0,542,542,26.217391304347824,0.0,26.217391304347824,26.217391304347824,21,0.0,21,21,34,0.0,34,34,0.6764705882352942,0.0,0.6764705882352942,0.6764705882352942,3086,0.0,3086,3086,2543,0.0,2543,2543
teacup.lua,model_v1,top-down-1.2,3,1,0,1.7381297006892662,0.5822495887194586,1.3170521890278906,2.402579109009821,26,0.0,26,26,27.0,0.0,27.0,27.0,22,0.0,22,22,1,0.0,1,1,1.0,0.0,1.0,1.0,184,0.0,184,184,157,0.0,157,157
teacup.lua,model_v1,top-down-1.4,3,1,0,1.5931889256850507,0.47619886050288307,1.3130780390347354,2.143023301032372,26,0.0,26,26,27.0,0.0,27.0,27.0,22,0.0,22,22,1,0.0,1,1,1.0,0.0,1.0,1.0,184,0.0,184,184,157,0.0,157,157
teacup.lua,model_v2,sota,3,1,0,18.95501296435638,0.7450689518266193,18.440229222993366,19.80937721102964,524,0.0,524,524,25.17391304347826,0.0,25.17391304347826,25.17391304347826,22,0.0,22,22,32,0.0,32,32,0.71875,0.0,0.71875,0.71875,2736,0.0,2736,2736,2211,0.0,2211,2211
teacup.lua,model_v2,top-down-1.2,3,1,0,1.5863457683396216,0.4909597210980189,1.2171863139956258,2.1435277240234427,24,0.0,24,24,25.0,0.0,25.0,25.0,22,0.0,22,22,2,0.0,2,2,0.5,0.0,0.5,0.5,151,0.0,151,151,126,0.0,126,126
teacup.lua,model_v2,top-down-1.4,3,1,0,1.2489255996770225,0.03286004680536365,1.2214597430429421,1.2853301559807733,24,0.0,24,24,25.0,0.0,25.0,25.0,22,0.0,22,22,2,0.0,2,2,0.5,0.0,0.5,0.5,151,0.0,151,151,126,0.0,126,126
vars.lua,default,sota,3,1,0,1.0232576323323883,0.0022306130180053925,1.020685325958766,1.024658085021656,1214,0.0,1214,1214,49.42307692307692,0.0,49.42307692307692,49.42307692307692,39,0.0,39,39,30,0.0,30,30,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,7121,0.0,7121,7121,5906,0.0,5906,5906
vars.lua,default,top-down-1.2,3,1,0,0.5892502820158066,0.010879155197581591,0.577182597015053,0.5983064169995487,120,0.0,120,120,49.0,0.0,49.0,49.0,41,0.0,41,41,1,0.0,1,1,1.0,0.0,1.0,1.0,545,0.0,545,545,424,0.0,424,424
vars.lua,default,top-down-1.4,3,1,0,0.5447557973481404,0.008118897381672013,0.5388217500294559,0.5540082650259137,58,0.0,58,58,49.0,0.0,49.0,49.0,42,0.0,42,42,1,0.0,1,1,1.0,0.0,1.0,1.0,359,0.0,359,359,300,0.0,300,300
vars.lua,model_v2,sota,3,1,0,55.73623339566014,2.622727647208151,53.60262674896512,58.66435139399255,1486,0.0,1486,1486,63.142857142857146,0.0,63.142857142857146,63.142857142857146,47,0.0,47,47,56,0.0,56,56,0.375,0.0,0.375,0.375,7484,0.0,7484,7484,5997,0.0,5997,5997
